jahr,k,moran_I,n
2016,50,0.3006515856906,10941
2017,50,0.3177706658907194,10850
2018,50,0.36800507648184316,10842
2019,50,0.36579727460955797,10820
2020,50,0.3799028524799285,10791
2021,50,0.4070745767719825,10780
2022,50,0.41704086097232473,10754
2023,50,0.40890785758334125,10615
2024,50,0.4053752225211843,10476
