jahr,mean_global,mean_nn,kontrast,q90_global,q10_global,PR,dim90
2016,0.2595452385324455,0.6298389617000157,0.37029372316757025,0.3784449992293288,0.15079889968211263,96.6438390836212,123
2017,0.24950819499916985,0.6308040455418814,0.38129585054271153,0.35628013245811646,0.1480072862127702,94.85765721421292,123
2018,0.2439036765101714,0.6395283015986112,0.39562462508843976,0.3437163089523632,0.14629138296321845,94.89975947596437,122
2019,0.24376992021975552,0.6575925218402577,0.4138226016205022,0.34238056609450873,0.14725098053981192,93.93635346974929,120
2020,0.2469286374931804,0.6738017244615685,0.4268730869683881,0.3436884484294949,0.15186559157366464,91.61621652279514,119
2021,0.24896332322973394,0.681222021057218,0.43225869782748405,0.3464953438144035,0.153675594409463,88.86558767563689,118
2022,0.24786728408467054,0.6870491302006144,0.4391818461159439,0.3462479574404062,0.15149054427452038,85.98687275863462,119
2023,0.25197839497613056,0.6923237775041011,0.44034538252797056,0.3529162968976312,0.15404862645173475,83.40776229062529,119
2024,0.2481571672007654,0.6944333220539414,0.44627615485317595,0.35095541161045096,0.14883568168386538,83.2625655868755,119
