jahr,cluster,mittel,n_subs
2017,6,0.021023676084465086,153
2017,7,1.5675401962973632,60
2017,8,0.7343653336945597,62
2017,9,-0.2900464969220307,31
2017,10,-0.7082103346742253,55
2017,11,0.9327211343499867,40
2017,12,0.052948814036590394,281
2017,13,-0.014319461904648787,45
2017,14,-0.5929830862249392,84
2017,15,-0.3483540399817228,240
2017,16,-0.40709404552619394,38
2017,17,0.03405032013832446,95
2017,18,-0.054242723098113864,44
2017,19,-0.2559038480230217,102
2017,20,0.6796575486105112,51
2017,21,0.48905089314662115,52
2017,22,-0.20786771627611764,660
2017,23,-0.18173301495097882,170
2017,24,-0.4612965344764551,67
2017,25,-0.020235112078396827,37
2017,26,0.38504164720218687,218
2017,27,0.29396895330980494,111
2017,28,0.9276604269605281,72
2017,29,-0.2790184220078514,71
2017,30,-0.6043657217967742,39
2017,31,-0.0437776149069458,34
2017,32,-1.2090345257875805,33
2017,33,-0.9934557281681384,65
2017,34,-0.8461829474639564,30
2017,35,-0.5858049042054153,64
2017,36,-0.5144857708638493,183
2017,37,0.13673615099072045,87
2017,38,1.5584503450419755,32
2017,39,-0.10770725084631684,45
2017,40,-0.7416872387174795,53
2017,41,-0.7851638063843493,30
2017,42,1.4515156004411398,38
2017,43,-0.32888719342056255,54
2017,44,0.2074144220165303,45
2017,45,-0.5918772495412861,33
2017,46,0.6024850005565591,90
2017,47,-0.7104535952467582,56
2017,48,-0.008831438553416749,98
2017,49,-0.2076938234029232,52
2017,50,-0.09464929065076992,80
2017,51,-0.2614114576639401,88
2017,52,0.011343424968494506,103
2017,53,0.13302910596182957,56
2017,54,-0.21297378030132375,50
2017,55,-0.3181928018277218,69
2017,56,-1.101973164349047,77
2017,57,0.3547029993264404,92
2017,58,-0.3655505780720223,148
2017,59,0.08380232997093913,73
2017,60,-1.3546498397026039,52
2017,61,-0.39560827376728874,72
2017,62,-0.10843271286143569,57
2017,63,0.12804612659412282,320
2017,64,0.4341052439419023,62
2017,65,-0.18131944298095667,85
2017,66,-0.2523172912364608,91
2017,67,-0.21036460263485404,31
2017,68,-1.041817637156013,48
2017,69,1.0370442742532857,51
2017,70,-0.1298754042381425,110
2017,71,-0.13806478885508128,58
2017,72,-0.0838510942576033,76
2017,73,0.2294632284482871,69
2017,74,0.4278062618031208,68
2017,75,-0.2721528434210987,190
2017,76,-0.2906175756188861,61
2017,77,-0.36174843068029167,29
2017,78,0.4084368851439003,40
2017,79,-0.1268719096992499,98
2017,80,0.4406102250710339,78
2017,81,0.12384531069721867,40
2017,82,-0.23728141269453093,84
2017,83,-0.5463088190556306,50
2017,84,0.3306509400149916,124
2017,85,-0.13764329051067617,36
2017,86,-0.15593107105059492,120
2017,87,0.5234466735544117,66
2017,88,0.39647296259732473,154
2017,89,0.39873432595924346,88
2017,90,-0.7999230516797572,46
2017,91,-0.021277083858212965,39
2017,92,0.09255567092065854,1074
2017,93,-0.2522290140156891,30
2017,94,-0.08957361562573808,282
2018,0,0.7643123730519168,30
2018,1,-0.1772316185866776,139
2018,2,0.5865320994634642,71
2018,3,-0.07167890120295227,1656
2018,4,0.3622783642287935,74
2018,5,0.7218388994617344,65
2018,6,-0.4836259945398741,154
2018,7,1.5279831441644556,60
2018,8,-0.14893094382243008,62
2018,9,0.2964265601224492,31
2018,10,-0.8403604578400914,55
2018,11,0.9502692874378066,40
2018,12,0.5550891521398064,280
2018,13,0.6817234527473147,46
2018,14,-0.5706566971230733,84
2018,15,-0.025657421969156585,240
2018,16,-0.2309869915711046,38
2018,17,0.4294138713746818,95
2018,18,0.29849570698071637,44
2018,19,-0.20659229406089932,102
2018,20,1.3538499688537258,51
2018,21,-0.0017898157645853193,52
2018,22,-0.2893620477187999,658
2018,23,-0.36188921191000384,163
2018,24,-0.25224385266547655,67
2018,25,-0.11014364880799933,37
2018,26,0.6816464507072996,218
2018,27,0.0979484118680004,111
2018,28,0.00530201904124395,72
2018,29,-0.3847912256773602,71
2018,30,-0.8592210757662515,39
2018,31,0.25807379856923,34
2018,32,-1.411348166652024,33
2018,33,-0.15019423705695728,65
2018,34,-1.0202470069333784,30
2018,35,-0.399329853263899,64
2018,36,-0.7950997590666257,183
2018,37,-0.3111774271735854,87
2018,38,0.2303116718537321,32
2018,39,-0.00495444141699743,45
2018,40,-0.2089948483008395,53
2018,41,-1.506420399062841,29
2018,42,1.121438601908326,38
2018,43,-0.1115226551531513,54
2018,44,0.8316017188439692,45
2018,45,-0.5374923638255661,33
2018,46,0.20574019562090504,90
2018,47,-0.4969190642160785,56
2018,48,-0.046725256537257225,98
2018,49,-0.38019886367129085,52
2018,50,-0.11973448469459722,79
2018,51,-0.13758948433986765,88
2018,52,0.20267455241373675,103
2018,53,-0.010522370372867563,56
2018,54,-0.32133642591249334,50
2018,55,-0.713729575361736,69
2018,56,-0.9075188602321854,77
2018,57,0.4425771224178649,91
2018,58,-0.2217503158557121,148
2018,59,0.3931009468470144,73
2018,60,-0.8630259150805968,52
2018,61,-0.49536916507709916,72
2018,62,0.6123319346965558,56
2018,63,0.23057158701564687,320
2018,64,0.020060780840522107,62
2018,65,-0.3622482154630238,85
2018,66,0.1894123720375218,91
2018,67,-0.6550583416698708,31
2018,68,-1.2361377803279718,48
2018,69,0.5268842202877178,51
2018,70,0.19338640263906426,109
2018,71,0.16085464164850186,58
2018,72,-0.9761154341583558,72
2018,73,0.4887869500481721,69
2018,74,-0.13537612220363546,68
2018,75,-0.1294627475933956,189
2018,76,-0.1893156375943468,61
2018,77,0.646981620581803,29
2018,78,0.5623075360614969,40
2018,79,-0.3573756875362917,97
2018,80,0.4556465861443058,78
2018,81,-0.0942430307935173,40
2018,82,-0.17718846471406452,84
2018,83,0.004877299482150837,49
2018,84,-0.049960718333050894,123
2018,85,-0.7352451438437299,36
2018,86,0.010580249901242244,120
2018,87,0.6912047118263078,65
2018,88,0.33789440063914866,153
2018,89,0.41598884732924046,88
2018,90,-0.9362275302508443,46
2018,91,-0.14774209228161006,39
2018,92,-0.026770117689856508,1089
2018,93,0.4376307999943663,30
2018,94,-0.13475512382489074,282
2019,0,-0.11807508439838685,29
2019,1,1.2331130853715164,139
2019,2,-0.3915053777776745,71
2019,3,0.050212168434350946,1654
2019,4,0.4160573826415576,74
2019,5,0.11304366911157031,65
2019,6,-0.2383617439038754,154
2019,7,1.421359832546735,59
2019,8,0.9248285945077632,62
2019,9,0.8956933051101421,30
2019,10,-0.5563596057390314,55
2019,11,1.460023983380482,40
2019,12,0.5684275633226008,280
2019,13,1.1465378369727877,46
2019,14,-0.5877201517895227,85
2019,15,-0.14181655200128604,240
2019,16,0.23213784373771493,38
2019,17,0.6381336776924119,95
2019,18,0.15662487271277215,41
2019,19,-0.2623262795388444,102
2019,20,-0.24854112942689532,50
2019,21,-0.19166090480455766,52
2019,22,-0.2099340370337824,659
2019,23,-0.3431584884161073,157
2019,24,-0.5195337857081378,66
2019,25,0.013993403219255813,37
2019,26,0.6527704989715816,218
2019,27,-0.31004483428814644,111
2019,28,-0.3277589709339498,70
2019,29,-0.759492724493936,71
2019,30,-0.23800470673995192,39
2019,31,0.67055427866571,34
2019,32,-1.5839803296341353,33
2019,33,-0.5889291709358927,65
2019,34,-1.1886387631803605,30
2019,35,-0.16520404724312804,64
2019,36,-0.3459517479360837,183
2019,37,-0.3801080447380044,87
2019,38,0.9945126591572939,32
2019,39,-0.32102891216953705,45
2019,40,-0.2489919267152873,53
2019,41,-0.49635370853188926,29
2019,42,1.0061103982878856,38
2019,43,-0.38378531924856346,54
2019,44,0.2716576785285721,45
2019,45,-0.9829422723255091,33
2019,46,0.3103016467525508,90
2019,47,-0.12927292202519405,56
2019,48,0.1538610582452719,98
2019,49,-0.04853918824019631,52
2019,50,-0.16587614504145715,79
2019,51,0.4646377040106034,88
2019,52,0.39951411828966715,103
2019,53,0.3025510251530258,56
2019,54,-0.2421319336035362,50
2019,55,-0.5634296011416723,69
2019,56,-0.6688155895250758,77
2019,57,0.2320936341838535,91
2019,58,-0.3111247436415567,148
2019,59,0.37294042530434574,73
2019,60,-1.2331086197861552,52
2019,61,-0.6890320705723957,72
2019,62,0.6155881744565684,56
2019,63,0.08366099775387127,320
2019,64,0.6012673655387312,62
2019,65,0.006575295857829858,84
2019,66,-0.2916429837224875,91
2019,67,-0.8320752041404598,31
2019,68,-0.41099761245839517,48
2019,69,0.2801353545020588,51
2019,70,0.08534842336590517,110
2019,71,-0.3477216372969346,57
2019,72,0.06725014552494472,72
2019,73,0.37036809292738604,69
2019,74,0.4684795383736803,69
2019,75,-0.36868393881688216,188
2019,76,-0.36813540101059933,61
2019,77,-0.2662467464246874,28
2019,78,0.6652006122389269,39
2019,79,0.08997960174733458,97
2019,80,0.7038801864625631,78
2019,81,-0.5369564499348842,40
2019,82,-0.2313622180529257,84
2019,83,0.5576919523989032,48
2019,84,0.27343358676847856,123
2019,85,0.43224573220962653,36
2019,86,0.4696779122189149,120
2019,87,1.0160299374149064,65
2019,88,-0.024222310177979912,152
2019,89,0.8826493331815393,87
2019,90,-0.8686766098534402,46
2019,91,0.8580200540620356,39
2019,92,0.15221580546982752,1091
2019,93,0.12204064423057355,30
2019,94,-0.08013774476843206,280
2020,0,0.1102361865891456,29
2020,1,0.8380733153041647,139
2020,2,0.2795312471035723,68
2020,3,0.0774085272578708,1649
2020,4,-0.06519417049433432,74
2020,5,0.8401759444031306,65
2020,6,-0.7652407836515193,154
2020,7,1.7820938350086375,59
2020,8,0.9578654922030446,62
2020,9,0.20587616663294755,30
2020,10,-0.9306979575765374,55
2020,11,0.46037516471725265,40
2020,12,0.2962706129895151,281
2020,13,0.3071590231559496,45
2020,14,-0.11618951147506255,84
2020,15,-0.09595171615079655,240
2020,16,-0.24628978486930403,38
2020,17,1.1260144269785215,95
2020,18,0.772470876475329,41
2020,19,-0.2611082909317418,102
2020,20,0.6176528851466443,50
2020,21,-0.43315616883789543,52
2020,22,-0.2727462460624697,659
2020,23,-0.44321050693276065,156
2020,24,0.14290033172568498,64
2020,25,-0.17463136064246879,37
2020,26,0.6493645242397864,218
2020,27,0.5425260401643557,110
2020,28,-0.3036082893877933,70
2020,29,-0.5329197208986255,71
2020,30,-0.5372291140849687,37
2020,31,-1.140482141535411,34
2020,32,-0.2494678344452538,33
2020,33,-0.6316176051957396,65
2020,34,-0.8524076661685251,30
2020,35,-0.792492937417861,64
2020,36,0.0878714278589732,183
2020,37,-0.19979339113433325,87
2020,38,1.204994443203484,32
2020,39,-0.14469103860983018,45
2020,40,-0.40557350731959924,53
2020,41,-0.947856483805745,29
2020,42,0.6613377789175593,38
2020,43,0.11916283934922373,54
2020,44,0.4368121044290599,45
2020,45,-1.181648510916235,33
2020,46,0.2248967732965161,91
2020,47,-0.44465191864664094,56
2020,48,-0.04855872340206168,98
2020,49,-0.19931858959747745,52
2020,50,-0.20890439240368322,79
2020,51,-0.11528640005721186,88
2020,52,0.047708872019526,102
2020,53,0.32789269251399744,55
2020,54,-0.45118509691408926,50
2020,55,-0.5404002485339452,69
2020,56,-1.2287093888600122,77
2020,57,0.6086493094405147,89
2020,58,-0.2849062698261831,148
2020,59,0.38827534146690634,73
2020,60,-1.2294540199134067,52
2020,61,-0.4228595278217533,72
2020,62,0.7985124512396404,56
2020,63,0.07417324598880166,320
2020,64,0.5667720996360995,62
2020,65,0.07763497627078034,84
2020,66,0.11863854226519407,91
2020,67,-0.4476128473235423,31
2020,68,-0.2839965062254802,48
2020,69,0.532069613643828,51
2020,70,0.09466332013628387,110
2020,71,0.08105550055282,56
2020,72,0.2976066872548521,71
2020,73,0.6618721420533848,69
2020,74,0.3770798637060195,68
2020,75,-0.10963211519000159,189
2020,76,0.2588715574575698,61
2020,77,0.9918200211972786,28
2020,78,0.34696775277218866,38
2020,79,-0.014800992853470077,97
2020,80,0.30634559618689855,77
2020,81,0.17211464900604923,40
2020,82,-0.49237054090174087,84
2020,83,0.1087818022332043,48
2020,84,0.17383660401984266,123
2020,85,-0.5717187399068338,35
2020,86,-0.0706648807485554,120
2020,87,0.5820926118437463,66
2020,88,0.11738269275326549,152
2020,89,0.5173987775057335,87
2020,90,-1.1383511201291234,46
2020,91,0.4105050061434886,39
2020,92,0.0741625452050525,1088
2020,93,0.3184922903560819,30
2020,94,0.08013594047520035,276
2021,0,0.2447074534962024,29
2021,1,1.5338565507350626,139
2021,2,0.23152439219573648,71
2021,3,7.833391197543934e-4,1630
2021,4,-0.17535571359011992,74
2021,5,0.42395424286573924,65
2021,6,-0.3782338045286757,154
2021,7,1.4785975741799535,59
2021,8,0.8516313388012909,62
2021,9,1.4580386446436815,31
2021,10,-0.509672241871264,55
2021,11,0.14055213778056946,40
2021,12,0.26261569900519105,281
2021,13,0.6819290695291261,46
2021,14,-0.47809781122064204,84
2021,15,0.19950814832861272,240
2021,16,0.5042727774956112,38
2021,17,0.7232533565957874,95
2021,18,0.3258259899598331,41
2021,19,-0.41837577222075767,102
2021,20,0.7434911359883405,48
2021,21,0.41503507094799735,52
2021,22,-0.2939943807358673,658
2021,23,-0.3603951654186619,156
2021,24,-0.37980456516046157,64
2021,25,-0.0846280950966185,37
2021,26,0.9867014925133035,217
2021,27,0.12604894842715847,109
2021,28,0.1537373071053353,71
2021,29,-0.562464052835639,71
2021,30,-0.7876027216467968,36
2021,31,-1.026202843310998,34
2021,32,-0.7975804979224447,33
2021,33,0.03593917125030958,65
2021,34,-0.7157380748356953,30
2021,35,-0.8904987036820557,64
2021,36,-0.32685691887084956,183
2021,37,-0.084193437344989,87
2021,38,0.7453456984882993,32
2021,39,-0.18723686108479923,45
2021,40,0.11692934530088964,53
2021,41,-1.0765302981312124,28
2021,42,0.7046940252629273,38
2021,43,-0.6686578480490666,54
2021,44,0.3719195534155597,45
2021,45,-0.8479757917857186,33
2021,46,-0.03733891043811985,91
2021,47,-0.2347651469664993,56
2021,48,-0.15190142041468674,98
2021,49,-0.5510525542550205,52
2021,50,-0.3821203286918179,80
2021,51,-0.4915250592684281,86
2021,52,0.45288292576877237,100
2021,53,0.4796777364871162,55
2021,54,-0.6921596446098462,50
2021,55,-0.2520337929980436,69
2021,56,-1.22197000025805,77
2021,57,0.7050334346467415,90
2021,58,-0.12978569918118005,148
2021,59,0.3495328242844036,73
2021,60,-1.0386787542030058,52
2021,61,-0.27867965530978617,72
2021,62,0.5891097488424546,56
2021,63,-0.036650239886123044,318
2021,64,0.028740233895699074,62
2021,65,-0.5236431982875789,84
2021,66,0.1854613713346491,91
2021,67,-0.6461319438037737,31
2021,68,-0.12136142832270795,48
2021,69,-0.09561048323140361,51
2021,70,0.2703909763133565,110
2021,71,-0.5182963523585691,55
2021,72,-0.4010886158150698,70
2021,73,0.686684297466175,69
2021,74,0.11919016793414469,69
2021,75,-0.547703070032482,187
2021,76,-0.4562229518949951,61
2021,77,-0.2798512413907264,28
2021,78,0.41529444093051776,37
2021,79,-0.08698427424511379,97
2021,80,0.015088952811851542,77
2021,81,0.8269814081791369,40
2021,82,-0.41223617712954397,84
2021,83,-0.452101109224605,48
2021,84,0.27945270408825834,124
2021,85,0.06392020535387201,35
2021,86,0.20402086895226612,120
2021,87,0.6331795051132193,66
2021,88,0.18683699647077143,153
2021,89,0.10938579210471691,86
2021,90,-1.2554994171781817,46
2021,91,0.10766993419220548,39
2021,92,0.033024009014491366,1104
2021,93,0.54150027075429,29
2021,94,0.048104659134499066,277
2022,0,-0.007694199662839303,29
2022,1,1.1042170491902914,138
2022,2,0.6600079004358063,70
2022,3,-0.12795195689527328,1603
2022,4,-0.2838711359688161,74
2022,5,0.3953955847094616,65
2022,6,-0.05143877601211445,154
2022,7,1.5542491603613324,59
2022,8,0.932462930284169,62
2022,9,1.4994523597172382,30
2022,10,-0.47077159235656363,55
2022,11,0.5856414669401288,40
2022,12,0.28818494274211753,280
2022,13,0.2585878803134931,46
2022,14,-0.351943197338359,85
2022,15,-0.19242178739131716,240
2022,16,-0.011469756515836354,38
2022,17,1.0880131765280023,95
2022,18,0.7711597124645654,41
2022,19,-0.11755469750613799,102
2022,20,0.12101062973758929,49
2022,21,-0.05978707649953931,52
2022,22,-0.23414395356993378,659
2022,23,-0.31536158793283003,156
2022,24,-0.6324539288909418,65
2022,25,-0.4647337952027775,37
2022,26,1.0904080643003322,217
2022,27,0.2704295532848016,109
2022,28,-0.19155839147317344,71
2022,29,-0.7973775323892723,71
2022,30,-0.2723648809995785,36
2022,31,0.3832835357259864,34
2022,32,-0.7855293871259141,33
2022,33,-0.5347668901158498,65
2022,34,-0.6794989254999765,30
2022,35,-0.8756757258427698,64
2022,36,-0.5070690361114025,183
2022,37,-0.3223769425969923,87
2022,38,0.9939667184107729,32
2022,39,0.21561971472244332,45
2022,40,-0.5807816946060481,53
2022,41,-0.6993399860370717,27
2022,42,1.0006951240673378,38
2022,43,0.06881416558775295,54
2022,44,-0.13436607750565077,45
2022,45,-0.6097884850291394,33
2022,46,0.3250652695560598,91
2022,47,-0.3562069034833428,56
2022,48,-0.09829802913035478,98
2022,49,-0.1499784736246047,52
2022,50,-0.045197980534163275,80
2022,51,-0.17296963125768272,87
2022,52,0.24499465118373878,100
2022,53,-0.2579590165692345,55
2022,54,-0.5954097736625813,50
2022,55,-0.2668661810965707,69
2022,56,-1.0303368503263242,77
2022,57,0.2235386020172,90
2022,58,-0.01517282759618202,148
2022,59,0.10357606904115435,73
2022,60,-1.425712183444143,52
2022,61,-0.5704749177193047,72
2022,62,0.7095363412959321,56
2022,63,0.28614706521122224,316
2022,64,0.10191379868668163,62
2022,65,-0.3442892839181151,84
2022,66,-0.790612958772891,91
2022,67,-0.5096195778793015,31
2022,68,-0.18768099424946041,48
2022,69,0.9460983158704234,51
2022,70,0.1893083052298988,109
2022,71,-0.20334352732749636,55
2022,72,0.05170058986800452,71
2022,73,0.558337266379345,69
2022,74,0.18902314734770834,69
2022,75,-0.3125091324740834,187
2022,76,-0.635540189526422,61
2022,77,0.6152598573200478,29
2022,78,0.7772023663147182,36
2022,79,-0.23932821176522845,97
2022,80,0.45193409507919674,77
2022,81,-1.031836299330783,40
2022,82,-0.3199348515351385,84
2022,83,-0.48369522032417095,49
2022,84,-0.02208664317744258,124
2022,85,-0.27105138063152284,35
2022,86,-0.12679184016893788,120
2022,87,0.5465956344162809,66
2022,88,0.5694947428812028,153
2022,89,0.6205940974584387,87
2022,90,-1.3411135997946892,46
2022,91,0.45300497441442167,39
2022,92,0.01382951922699389,1104
2022,93,-0.15574683283332844,30
2022,94,0.0037115729845214125,277
2023,0,0.8197443990582091,29
2023,1,0.7184428457078335,138
2023,2,-0.23435188712111252,68
2023,3,0.1062897872162967,1521
2023,4,0.48361305999269594,74
2023,5,-0.5511244640855514,65
2023,6,0.184763538796385,154
2023,7,1.73882983403289,59
2023,8,0.6437904795965473,62
2023,9,0.8900262084761494,31
2023,10,-0.538995445441008,55
2023,11,0.6662950239136841,40
2023,12,0.22837307838628004,279
2023,13,0.5902613520891381,46
2023,14,0.4580220072607125,85
2023,15,-0.05235641878465027,240
2023,16,-0.6377301980687556,38
2023,17,0.8781473521647591,95
2023,18,0.5590568464760743,41
2023,19,-0.7455721404632628,102
2023,20,0.6349121226858261,48
2023,21,0.25562287077054463,52
2023,22,-0.27281463231213465,658
2023,23,-0.3722813373959581,148
2023,24,-0.642690590197034,62
2023,25,0.08653799212750217,37
2023,26,0.6508534459854398,216
2023,27,-0.14132533548617499,105
2023,28,-0.1727181676342787,70
2023,29,-0.8834161348712788,71
2023,30,-0.7249440529555305,36
2023,31,-0.49328708246158903,34
2023,32,-1.1653687295163393,33
2023,33,-0.5330565898573588,65
2023,34,-0.652479275402993,30
2023,35,-0.4820689345498882,64
2023,36,-0.426238855111041,183
2023,37,-0.20139920191385877,87
2023,38,0.8222237287222814,32
2023,39,-0.3172889250589512,45
2023,40,-0.6733377597106439,53
2023,41,-0.6810528569947705,24
2023,42,0.8895085163694957,38
2023,43,-0.7163523119214436,54
2023,44,-0.009700703768834433,45
2023,45,-1.028345356525362,33
2023,46,0.05749572063888341,90
2023,47,-0.3107053636979386,56
2023,48,0.09115621312937619,98
2023,49,-0.34357109819250514,51
2023,50,-0.31200695913034404,80
2023,51,-0.4445038233522812,87
2023,52,0.32773843278444703,100
2023,53,0.6119165184052988,54
2023,54,-0.2304177418216353,50
2023,55,-0.13326489829550225,69
2023,56,-0.5536325693320494,77
2023,57,0.0910891031850674,90
2023,58,-0.1826024475140056,148
2023,59,0.28704561163296394,73
2023,60,-1.0984493405960225,52
2023,61,-0.300287249992214,72
2023,62,0.3020123937659512,56
2023,63,0.2161460606413508,313
2023,64,0.832257457546228,62
2023,65,-0.18950697139239814,85
2023,66,-0.08073981333415552,91
2023,67,0.00990740784275402,31
2023,68,0.3211521858438483,48
2023,69,0.306541933291924,51
2023,70,0.04505251142441478,109
2023,71,0.07187577120912898,55
2023,72,-0.146082844661975,71
2023,73,0.5766639180223917,69
2023,74,0.5481058218248809,69
2023,75,-0.18436985280199641,187
2023,76,-0.11847946788452621,61
2023,77,1.0023360726665238,30
2023,78,0.11205849718909414,35
2023,79,-0.13944717861278197,97
2023,80,0.34076438218095645,76
2023,81,-0.34526396271675364,40
2023,82,-0.587763311775765,84
2023,83,1.5135116985922668,48
2023,84,0.12877903085783632,124
2023,85,0.508827515659486,35
2023,86,0.0859250838816134,120
2023,87,0.6635273030758059,65
2023,88,0.7170315861591517,153
2023,89,0.23412131428858235,86
2023,90,-0.8862892269781393,46
2023,91,0.205589134347722,39
2023,92,0.1376977220757743,1081
2023,93,-0.2226174550695035,30
2023,94,-0.11167479288571845,276
2024,0,0.1443671001064067,29
2024,1,0.2378858686060896,136
2024,2,-0.354746216387508,68
2024,3,-0.288311866258354,1438
2024,4,0.6179891519609017,74
2024,5,0.5886196609828802,64
2024,6,-0.33478888103608273,153
2024,7,1.6220573910570049,59
2024,8,1.1066465063772963,62
2024,9,0.5444513759806606,31
2024,10,-0.5301185525363641,55
2024,11,0.12087161940809459,40
2024,12,0.2111107188054387,280
2024,13,0.5393911521551825,46
2024,14,-0.7352696809031494,85
2024,15,0.1627035800054332,238
2024,16,0.23013236255420993,38
2024,17,1.278107698452228,95
2024,18,0.6220763159673239,41
2024,19,-0.36093781145797904,101
2024,20,0.2423403907993221,47
2024,21,0.20486500436431257,52
2024,22,-0.3334892177828671,657
2024,23,-0.15662542907254698,147
2024,24,0.14543902138540096,62
2024,25,0.36514271802459564,37
2024,26,1.080054694478595,216
2024,27,-0.2289167683425201,103
2024,28,0.631227212388215,70
2024,29,-0.826742454939281,71
2024,30,-0.3614720585566309,36
2024,31,0.7252559268204565,34
2024,32,-0.8055268671435732,33
2024,33,-0.517170991598778,65
2024,34,-1.0741182550575186,30
2024,35,-0.5294904524327515,63
2024,36,-0.5196938821665519,183
2024,37,-0.23328515320271886,87
2024,38,0.8820174551519291,32
2024,39,-0.2639546748319593,45
2024,40,-0.38067790727334666,53
2024,41,-1.184987582403703,23
2024,42,1.1265391286146982,38
2024,43,-0.39722997160204965,54
2024,44,0.4286022792789622,45
2024,45,-0.4126692720535766,33
2024,46,0.2235566969720657,89
2024,47,-0.3041551719273189,56
2024,48,0.12705386441624583,97
2024,49,-0.5894289435965033,52
2024,50,-0.11756569535265844,80
2024,51,-0.274276761222344,85
2024,52,0.27646549167439827,95
2024,53,0.749953191655973,53
2024,54,0.22751139494420672,50
2024,55,-0.6089798108351336,69
2024,56,-0.8456590814011429,77
2024,57,-0.019133897929465314,90
2024,58,-0.20007892380428588,148
2024,59,0.10040196702621638,73
2024,60,-0.8950050750417484,51
2024,61,-0.3954715561710032,72
2024,62,0.4469289192866164,56
2024,63,0.30581610409674453,307
2024,64,-0.31276128829260147,62
2024,65,-0.3555057516963998,85
2024,66,-0.028925278998354037,90
2024,67,-0.8372089715440831,30
2024,68,-0.6553202550013955,48
2024,69,0.35158474949040447,50
2024,70,0.21657089275845,108
2024,71,-0.8867587313809003,54
2024,72,0.028557769361883024,72
2024,73,0.7670491204125955,69
2024,74,0.07693010067724058,69
2024,75,-0.3637289213050083,187
2024,76,-0.44882941816965666,61
2024,77,0.7204852588806465,30
2024,78,0.27534825910655697,35
2024,79,0.32400905712522665,96
2024,80,0.35917257994721413,75
2024,81,-0.3319863683568731,40
2024,82,-0.41728823689513644,83
2024,83,0.37477015588116575,49
2024,84,-0.4312894702010422,123
2024,85,-0.3698280965036064,35
2024,86,-0.3867717704508001,120
2024,87,0.9929956655357954,66
