jahr_von,jahr_bis,cluster_alt,cluster_neu,schnitt,n_alt,n_neu,anteil_alt,anteil_neu,jaccard
2022,2023,138,190,40,42,95,0.9523809523809523,0.42105263157894735,0.41237113402061853
2022,2023,138,202,1,42,133,0.023809523809523808,0.007518796992481203,0.005747126436781609
2022,2023,139,190,31,34,95,0.9117647058823529,0.3263157894736842,0.3163265306122449
2022,2023,140,202,118,137,133,0.8613138686131386,0.8872180451127819,0.7763157894736842
2022,2023,140,203,2,137,97,0.014598540145985401,0.020618556701030927,0.008620689655172414
2022,2023,141,22,1,121,35,0.008264462809917356,0.02857142857142857,0.0064516129032258064
2022,2023,141,91,1,121,695,0.008264462809917356,0.0014388489208633094,0.001226993865030675
2022,2023,141,202,3,121,133,0.024793388429752067,0.022556390977443608,0.01195219123505976
2022,2023,141,203,91,121,97,0.7520661157024794,0.9381443298969072,0.7165354330708661
2022,2023,142,193,24,35,33,0.6857142857142857,0.7272727272727273,0.5454545454545454
2022,2023,143,194,58,63,64,0.9206349206349206,0.90625,0.8405797101449275
2022,2023,144,25,1,200,349,0.005,0.0028653295128939827,0.0018248175182481751
2022,2023,144,44,1,200,139,0.005,0.007194244604316547,0.0029585798816568047
2022,2023,144,149,192,200,212,0.96,0.9056603773584906,0.8727272727272727
2022,2023,144,208,1,200,782,0.005,0.0012787723785166241,0.0010193679918450561
2022,2023,145,91,1,107,695,0.009345794392523364,0.0014388489208633094,0.0012484394506866417
2022,2023,145,146,101,107,120,0.9439252336448598,0.8416666666666667,0.8015873015873016
2022,2023,146,151,84,89,88,0.9438202247191011,0.9545454545454546,0.9032258064516129
2022,2023,147,44,1,235,139,0.00425531914893617,0.007194244604316547,0.002680965147453083
2022,2023,147,99,3,235,39,0.01276595744680851,0.07692307692307693,0.01107011070110701
2022,2023,147,110,1,235,35,0.00425531914893617,0.02857142857142857,0.0037174721189591076
2022,2023,147,147,212,235,273,0.902127659574468,0.7765567765567766,0.7162162162162162
2022,2023,147,152,7,235,299,0.029787234042553193,0.023411371237458192,0.013282732447817837
2022,2023,148,5,1,92,109,0.010869565217391304,0.009174311926605505,0.005
2022,2023,148,150,56,92,61,0.6086956521739131,0.9180327868852459,0.5773195876288659
2022,2023,149,152,247,266,299,0.9285714285714286,0.8260869565217391,0.7767295597484277
2022,2023,150,153,82,83,296,0.9879518072289156,0.27702702702702703,0.2760942760942761
2022,2023,151,5,1,39,109,0.02564102564102564,0.009174311926605505,0.006802721088435374
2022,2023,151,118,30,39,32,0.7692307692307693,0.9375,0.7317073170731707
2022,2023,151,169,1,39,87,0.02564102564102564,0.011494252873563218,0.008
2022,2023,152,96,53,54,100,0.9814814814814815,0.53,0.5247524752475248
2022,2023,153,149,1,35,212,0.02857142857142857,0.0047169811320754715,0.0040650406504065045
2022,2023,153,153,24,35,296,0.6857142857142857,0.08108108108108109,0.0781758957654723
2022,2023,154,153,28,30,296,0.9333333333333333,0.0945945945945946,0.09395973154362416
2022,2023,155,91,1,54,695,0.018518518518518517,0.0014388489208633094,0.001336898395721925
2022,2023,155,153,51,54,296,0.9444444444444444,0.17229729729729729,0.1705685618729097
2022,2023,156,70,1,32,185,0.03125,0.005405405405405406,0.004629629629629629
2022,2023,156,91,2,32,695,0.0625,0.0028776978417266188,0.002758620689655172
2022,2023,156,96,28,32,100,0.875,0.28,0.2692307692307692
2022,2023,157,136,44,48,62,0.9166666666666666,0.7096774193548387,0.6666666666666666
2022,2023,157,208,1,48,782,0.020833333333333332,0.0012787723785166241,0.0012062726176115801
2022,2023,158,154,104,110,129,0.9454545454545454,0.8062015503875969,0.7703703703703704
2022,2023,158,166,1,110,108,0.00909090909090909,0.009259259259259259,0.004608294930875576
2022,2023,159,96,1,38,100,0.02631578947368421,0.01,0.0072992700729927005
2022,2023,159,180,16,38,59,0.42105263157894735,0.2711864406779661,0.19753086419753085
2022,2023,160,76,1,92,106,0.010869565217391304,0.009433962264150943,0.005076142131979695
2022,2023,160,179,88,92,114,0.9565217391304348,0.7719298245614035,0.7457627118644068
2022,2023,161,20,1,129,59,0.007751937984496124,0.01694915254237288,0.0053475935828877
2022,2023,161,181,122,129,170,0.9457364341085271,0.7176470588235294,0.6892655367231638
2022,2023,162,96,1,43,100,0.023255813953488372,0.01,0.007042253521126761
2022,2023,162,180,13,43,59,0.3023255813953488,0.22033898305084745,0.14606741573033707
2022,2023,162,181,21,43,170,0.4883720930232558,0.12352941176470589,0.109375
2022,2023,163,160,10,39,31,0.2564102564102564,0.3225806451612903,0.16666666666666666
2022,2023,163,171,1,39,345,0.02564102564102564,0.002898550724637681,0.0026109660574412533
2022,2023,164,137,46,46,67,1,0.6865671641791045,0.6865671641791045
2022,2023,165,164,31,76,34,0.40789473684210525,0.9117647058823529,0.3924050632911392
2022,2023,165,165,2,76,38,0.02631578947368421,0.05263157894736842,0.017857142857142856
2022,2023,165,171,1,76,345,0.013157894736842105,0.002898550724637681,0.002380952380952381
2022,2023,165,208,1,76,782,0.013157894736842105,0.0012787723785166241,0.0011668611435239206
2022,2023,166,165,30,41,38,0.7317073170731707,0.7894736842105263,0.6122448979591837
2022,2023,166,166,1,41,108,0.024390243902439025,0.009259259259259259,0.006756756756756757
2022,2023,167,166,99,115,108,0.8608695652173913,0.9166666666666666,0.7983870967741935
2022,2023,168,178,69,71,107,0.971830985915493,0.6448598130841121,0.6330275229357798
2022,2023,169,44,1,36,139,0.027777777777777776,0.007194244604316547,0.005747126436781609
2022,2023,169,177,28,36,33,0.7777777777777778,0.8484848484848485,0.6829268292682927
2022,2023,170,156,70,79,86,0.8860759493670886,0.813953488372093,0.7368421052631579
2022,2023,171,91,1,62,695,0.016129032258064516,0.0014388489208633094,0.0013227513227513227
2022,2023,171,183,42,62,49,0.6774193548387096,0.8571428571428571,0.6086956521739131
2022,2023,171,184,1,62,66,0.016129032258064516,0.015151515151515152,0.007874015748031496
2022,2023,171,206,1,62,111,0.016129032258064516,0.009009009009009009,0.005813953488372093
2022,2023,172,184,60,72,66,0.8333333333333334,0.9090909090909091,0.7692307692307693
2022,2023,173,14,1,993,40,0.0010070493454179255,0.025,9.689922480620155e-4
2022,2023,173,46,1,993,135,0.0010070493454179255,0.007407407407407408,8.873114463176575e-4
2022,2023,173,70,1,993,185,0.0010070493454179255,0.005405405405405406,8.496176720475786e-4
2022,2023,173,91,5,993,695,0.005035246727089627,0.007194244604316547,0.0029708853238265003
2022,2023,173,98,1,993,160,0.0010070493454179255,0.00625,8.680555555555555e-4
2022,2023,173,114,1,993,48,0.0010070493454179255,0.020833333333333332,9.615384615384616e-4
2022,2023,173,116,1,993,71,0.0010070493454179255,0.014084507042253521,9.407337723424271e-4
2022,2023,173,117,2,993,138,0.002014098690835851,0.014492753623188406,0.001771479185119575
2022,2023,173,126,1,993,355,0.0010070493454179255,0.0028169014084507044,7.423904974016332e-4
2022,2023,173,142,2,993,278,0.002014098690835851,0.007194244604316547,0.0015760441292356187
2022,2023,173,147,1,993,273,0.0010070493454179255,0.003663003663003663,7.905138339920949e-4
2022,2023,173,153,1,993,296,0.0010070493454179255,0.0033783783783783786,7.763975155279503e-4
2022,2023,173,166,1,993,108,0.0010070493454179255,0.009259259259259259,9.090909090909091e-4
2022,2023,173,174,1,993,52,0.0010070493454179255,0.019230769230769232,9.578544061302681e-4
2022,2023,173,207,28,993,32,0.028197381671701913,0.875,0.028084252758274825
2022,2023,173,208,726,993,782,0.7311178247734139,0.928388746803069,0.6920877025738799
2022,2023,173,209,2,993,240,0.002014098690835851,0.008333333333333333,0.0016246953696181965
2022,2023,174,167,53,53,299,1,0.17725752508361203,0.17725752508361203
2022,2023,175,91,1,110,695,0.00909090909090909,0.0014388489208633094,0.0012437810945273632
2022,2023,175,167,102,110,299,0.9272727272727272,0.3411371237458194,0.3322475570032573
2022,2023,176,170,30,34,34,0.8823529411764706,0.8823529411764706,0.7894736842105263
2022,2023,176,171,1,34,345,0.029411764705882353,0.002898550724637681,0.0026455026455026454
2022,2023,177,197,3,37,344,0.08108108108108109,0.00872093023255814,0.007936507936507936
2022,2023,177,198,27,37,31,0.7297297297297297,0.8709677419354839,0.6585365853658537
2022,2023,178,163,31,36,36,0.8611111111111112,0.8611111111111112,0.7560975609756098
2022,2023,179,162,24,31,36,0.7741935483870968,0.6666666666666666,0.5581395348837209
2022,2023,180,155,33,49,56,0.673469387755102,0.5892857142857143,0.4583333333333333
2022,2023,181,204,79,86,94,0.9186046511627907,0.8404255319148937,0.7821782178217822
2022,2023,182,16,1,371,232,0.0026954177897574125,0.004310344827586207,0.0016611295681063123
2022,2023,182,91,1,371,695,0.0026954177897574125,0.0014388489208633094,9.389671361502347e-4
2022,2023,182,188,6,371,30,0.016172506738544475,0.2,0.015189873417721518
2022,2023,182,197,309,371,344,0.8328840970350404,0.8982558139534884,0.7610837438423645
2022,2023,183,91,1,34,695,0.029411764705882353,0.0014388489208633094,0.0013736263736263737
2022,2023,183,171,31,34,345,0.9117647058823529,0.08985507246376812,0.08908045977011494
2022,2023,184,191,46,49,60,0.9387755102040817,0.7666666666666667,0.7301587301587301
2022,2023,185,0,1,144,184,0.006944444444444444,0.005434782608695652,0.0030581039755351682
2022,2023,185,1,1,144,52,0.006944444444444444,0.019230769230769232,0.005128205128205128
2022,2023,185,91,1,144,695,0.006944444444444444,0.0014388489208633094,0.0011933174224343676
2022,2023,185,206,98,144,111,0.6805555555555556,0.8828828828828829,0.6242038216560509
2022,2023,185,210,3,144,229,0.020833333333333332,0.013100436681222707,0.008108108108108109
2022,2023,186,23,2,164,35,0.012195121951219513,0.05714285714285714,0.01015228426395939
2022,2023,186,192,138,164,203,0.8414634146341463,0.6798029556650246,0.6026200873362445
2022,2023,187,192,33,35,203,0.9428571428571428,0.1625615763546798,0.16097560975609757
2022,2023,188,168,31,114,36,0.2719298245614035,0.8611111111111112,0.2605042016806723
2022,2023,188,169,73,114,87,0.6403508771929824,0.8390804597701149,0.5703125
2022,2023,189,171,254,282,345,0.900709219858156,0.736231884057971,0.6809651474530831
2022,2023,189,190,1,282,95,0.0035460992907801418,0.010526315789473684,0.0026595744680851063
2022,2023,190,200,20,62,233,0.3225806451612903,0.08583690987124463,0.07272727272727272
2022,2023,190,211,32,62,111,0.5161290322580645,0.2882882882882883,0.22695035460992907
2022,2023,191,20,1,216,59,0.004629629629629629,0.01694915254237288,0.0036496350364963502
2022,2023,191,103,1,216,57,0.004629629629629629,0.017543859649122806,0.003676470588235294
2022,2023,191,137,1,216,67,0.004629629629629629,0.014925373134328358,0.0035460992907801418
2022,2023,191,146,1,216,120,0.004629629629629629,0.008333333333333333,0.0029850746268656717
2022,2023,191,177,1,216,33,0.004629629629629629,0.030303030303030304,0.004032258064516129
2022,2023,191,180,19,216,59,0.08796296296296297,0.3220338983050847,0.07421875
2022,2023,191,200,162,216,233,0.75,0.6952789699570815,0.5644599303135889
2022,2023,191,201,1,216,68,0.004629629629629629,0.014705882352941176,0.0035335689045936395
2022,2023,192,201,59,62,68,0.9516129032258065,0.8676470588235294,0.8309859154929577
2022,2023,193,91,2,81,695,0.024691358024691357,0.0028776978417266188,0.002583979328165375
2022,2023,193,205,75,81,94,0.9259259259259259,0.7978723404255319,0.75
2022,2023,194,155,1,43,56,0.023255813953488372,0.017857142857142856,0.01020408163265306
2022,2023,194,205,14,43,94,0.32558139534883723,0.14893617021276595,0.11382113821138211
2022,2023,194,209,18,43,240,0.4186046511627907,0.075,0.06792452830188679
2022,2023,195,45,1,42,163,0.023809523809523808,0.006134969325153374,0.004901960784313725
2022,2023,195,199,35,42,40,0.8333333333333334,0.875,0.7446808510638298
2022,2023,195,211,2,42,111,0.047619047619047616,0.018018018018018018,0.013245033112582781
2022,2023,196,76,1,60,106,0.016666666666666666,0.009433962264150943,0.006060606060606061
2022,2023,196,91,2,60,695,0.03333333333333333,0.0028776978417266188,0.0026560424966799467
2022,2023,196,208,1,60,782,0.016666666666666666,0.0012787723785166241,0.0011890606420927466
2022,2023,196,211,42,60,111,0.7,0.3783783783783784,0.32558139534883723
2022,2023,197,209,59,63,240,0.9365079365079365,0.24583333333333332,0.24180327868852458
2022,2023,198,209,85,88,240,0.9659090909090909,0.3541666666666667,0.3497942386831276
2022,2023,199,91,1,57,695,0.017543859649122806,0.0014388489208633094,0.0013315579227696406
2022,2023,199,204,1,57,94,0.017543859649122806,0.010638297872340425,0.006666666666666667
2022,2023,199,210,50,57,229,0.8771929824561403,0.2183406113537118,0.211864406779661
2022,2023,200,91,1,161,695,0.006211180124223602,0.0014388489208633094,0.0011695906432748538
2022,2023,200,171,1,161,345,0.006211180124223602,0.002898550724637681,0.0019801980198019802
2022,2023,200,210,138,161,229,0.8571428571428571,0.6026200873362445,0.5476190476190477
2022,2023,200,211,1,161,111,0.006211180124223602,0.009009009009009009,0.0036900369003690036
2023,2024,0,0,182,184,185,0.9891304347826086,0.9837837837837838,0.9732620320855615
2023,2024,0,191,1,184,138,0.005434782608695652,0.007246376811594203,0.003115264797507788
2023,2024,1,6,48,52,48,0.9230769230769231,1,0.9230769230769231
2023,2024,1,46,1,52,535,0.019230769230769232,0.001869158878504673,0.0017064846416382253
2023,2024,1,191,1,52,138,0.019230769230769232,0.007246376811594203,0.005291005291005291
2023,2024,2,2,32,33,35,0.9696969696969697,0.9142857142857143,0.8888888888888888
2023,2024,3,5,34,35,36,0.9714285714285714,0.9444444444444444,0.918918918918919
2023,2024,3,109,1,35,614,0.02857142857142857,0.0016286644951140066,0.0015432098765432098
2023,2024,4,3,44,46,48,0.9565217391304348,0.9166666666666666,0.88
2023,2024,4,46,2,46,535,0.043478260869565216,0.003738317757009346,0.0034542314335060447
2023,2024,5,4,105,109,113,0.963302752293578,0.9292035398230089,0.8974358974358975
2023,2024,5,31,1,109,348,0.009174311926605505,0.0028735632183908046,0.0021929824561403508
2023,2024,5,50,1,109,1106,0.009174311926605505,9.041591320072332e-4,8.237232289950577e-4
2023,2024,6,7,52,57,52,0.9122807017543859,1,0.9122807017543859
2023,2024,7,18,109,112,111,0.9732142857142857,0.9819819819819819,0.956140350877193
2023,2024,7,46,1,112,535,0.008928571428571428,0.001869158878504673,0.0015479876160990713
2023,2024,7,106,1,112,84,0.008928571428571428,0.011904761904761904,0.005128205128205128
2023,2024,8,1,25,30,134,0.8333333333333334,0.1865671641791045,0.17985611510791366
2023,2024,9,1,89,89,134,1,0.664179104477612,0.664179104477612
2023,2024,10,17,68,69,69,0.9855072463768116,0.9855072463768116,0.9714285714285714
2023,2024,10,109,1,69,614,0.014492753623188406,0.0016286644951140066,0.001466275659824047
2023,2024,11,11,32,38,35,0.8421052631578947,0.9142857142857143,0.7804878048780488
2023,2024,12,10,56,70,62,0.8,0.9032258064516129,0.7368421052631579
2023,2024,13,8,55,61,67,0.9016393442622951,0.8208955223880597,0.7534246575342466
2023,2024,14,9,37,40,40,0.925,0.925,0.8604651162790697
2023,2024,14,46,1,40,535,0.025,0.001869158878504673,0.0017421602787456446
2023,2024,16,44,4,232,41,0.017241379310344827,0.0975609756097561,0.01486988847583643
2023,2024,16,45,217,232,244,0.9353448275862069,0.889344262295082,0.8378378378378378
2023,2024,16,46,4,232,535,0.017241379310344827,0.007476635514018692,0.005242463958060288
2023,2024,16,53,1,232,104,0.004310344827586207,0.009615384615384616,0.0029850746268656717
2023,2024,16,75,1,232,113,0.004310344827586207,0.008849557522123894,0.0029069767441860465
2023,2024,17,44,33,35,41,0.9428571428571428,0.8048780487804879,0.7674418604651163
2023,2024,17,46,1,35,535,0.02857142857142857,0.001869158878504673,0.0017574692442882249
2023,2024,18,14,32,38,32,0.8421052631578947,1,0.8421052631578947
2023,2024,19,21,31,41,31,0.7560975609756098,1,0.7560975609756098
2023,2024,19,109,1,41,614,0.024390243902439025,0.0016286644951140066,0.0015290519877675841
2023,2024,19,116,1,41,129,0.024390243902439025,0.007751937984496124,0.005917159763313609
2023,2024,20,29,56,59,58,0.9491525423728814,0.9655172413793104,0.9180327868852459
2023,2024,20,98,1,59,46,0.01694915254237288,0.021739130434782608,0.009615384615384616
2023,2024,20,185,1,59,44,0.01694915254237288,0.022727272727272728,0.00980392156862745
2023,2024,21,89,1,31,121,0.03225806451612903,0.008264462809917356,0.006622516556291391
2023,2024,22,12,29,35,66,0.8285714285714286,0.4393939393939394,0.4027777777777778
2023,2024,22,37,1,35,56,0.02857142857142857,0.017857142857142856,0.011111111111111112
2023,2024,22,120,1,35,93,0.02857142857142857,0.010752688172043012,0.007874015748031496
2023,2024,22,191,1,35,138,0.02857142857142857,0.007246376811594203,0.005813953488372093
2023,2024,23,12,35,35,66,1,0.5303030303030303,0.5303030303030303
2023,2024,24,51,85,90,90,0.9444444444444444,0.9444444444444444,0.8947368421052632
2023,2024,24,52,1,90,104,0.011111111111111112,0.009615384615384616,0.0051813471502590676
2023,2024,24,55,1,90,119,0.011111111111111112,0.008403361344537815,0.004807692307692308
2023,2024,25,1,1,349,134,0.0028653295128939827,0.007462686567164179,0.002074688796680498
2023,2024,25,20,1,349,133,0.0028653295128939827,0.007518796992481203,0.002079002079002079
2023,2024,25,46,12,349,535,0.034383954154727794,0.022429906542056073,0.013761467889908258
2023,2024,25,47,7,349,161,0.02005730659025788,0.043478260869565216,0.013916500994035786
2023,2024,25,48,298,349,322,0.8538681948424068,0.9254658385093167,0.7989276139410187
2023,2024,25,73,1,349,33,0.0028653295128939827,0.030303030303030304,0.0026246719160104987
2023,2024,25,97,1,349,112,0.0028653295128939827,0.008928571428571428,0.002173913043478261
2023,2024,25,105,1,349,36,0.0028653295128939827,0.027777777777777776,0.0026041666666666665
2023,2024,25,110,1,349,45,0.0028653295128939827,0.022222222222222223,0.002544529262086514
2023,2024,25,177,1,349,137,0.0028653295128939827,0.0072992700729927005,0.002061855670103093
2023,2024,26,26,4,45,42,0.08888888888888889,0.09523809523809523,0.04819277108433735
2023,2024,26,33,39,45,41,0.8666666666666667,0.9512195121951219,0.8297872340425532
2023,2024,27,26,2,50,42,0.04,0.047619047619047616,0.022222222222222223
2023,2024,27,34,22,50,92,0.44,0.2391304347826087,0.18333333333333332
2023,2024,28,24,52,55,57,0.9454545454545454,0.9122807017543859,0.8666666666666667
2023,2024,29,23,47,51,92,0.9215686274509803,0.5108695652173914,0.4895833333333333
2023,2024,30,26,2,30,42,0.06666666666666667,0.047619047619047616,0.02857142857142857
2023,2024,31,25,46,75,49,0.6133333333333333,0.9387755102040817,0.5897435897435898
2023,2024,31,26,7,75,42,0.09333333333333334,0.16666666666666666,0.06363636363636363
2023,2024,32,23,36,42,92,0.8571428571428571,0.391304347826087,0.3673469387755102
2023,2024,32,26,3,42,42,0.07142857142857142,0.07142857142857142,0.037037037037037035
2023,2024,33,27,39,45,41,0.8666666666666667,0.9512195121951219,0.8297872340425532
2023,2024,34,26,1,49,42,0.02040816326530612,0.023809523809523808,0.011111111111111112
2023,2024,34,34,44,49,92,0.8979591836734694,0.4782608695652174,0.4536082474226804
2023,2024,35,78,30,30,30,1,1,1
2023,2024,36,22,9,76,77,0.11842105263157894,0.11688311688311688,0.0625
2023,2024,36,23,1,76,92,0.013157894736842105,0.010869565217391304,0.005988023952095809
2023,2024,36,24,1,76,57,0.013157894736842105,0.017543859649122806,0.007575757575757576
2023,2024,36,25,2,76,49,0.02631578947368421,0.04081632653061224,0.016260162601626018
2023,2024,36,26,14,76,42,0.18421052631578946,0.3333333333333333,0.1346153846153846
2023,2024,36,33,1,76,41,0.013157894736842105,0.024390243902439025,0.008620689655172414
2023,2024,36,34,3,76,92,0.039473684210526314,0.03260869565217391,0.01818181818181818
2023,2024,37,22,61,68,77,0.8970588235294118,0.7922077922077922,0.7261904761904762
2023,2024,37,26,1,68,42,0.014705882352941176,0.023809523809523808,0.009174311926605505
2023,2024,38,38,47,51,49,0.9215686274509803,0.9591836734693877,0.8867924528301887
2023,2024,38,81,1,51,81,0.0196078431372549,0.012345679012345678,0.007633587786259542
2023,2024,39,32,44,47,50,0.9361702127659575,0.88,0.8301886792452831
2023,2024,40,73,31,34,33,0.9117647058823529,0.9393939393939394,0.8611111111111112
2023,2024,40,109,1,34,614,0.029411764705882353,0.0016286644951140066,0.0015455950540958269
2023,2024,42,46,1,74,535,0.013513513513513514,0.001869158878504673,0.001644736842105263
2023,2024,42,49,44,74,48,0.5945945945945946,0.9166666666666666,0.5641025641025641
2023,2024,42,55,4,74,119,0.05405405405405406,0.03361344537815126,0.021164021164021163
2023,2024,43,13,38,38,38,1,1,1
2023,2024,44,54,128,139,144,0.920863309352518,0.8888888888888888,0.8258064516129032
2023,2024,45,30,1,163,46,0.006134969325153374,0.021739130434782608,0.004807692307692308
2023,2024,45,46,3,163,535,0.018404907975460124,0.005607476635514018,0.004316546762589928
2023,2024,45,47,149,163,161,0.9141104294478528,0.9254658385093167,0.8514285714285714
2023,2024,45,48,1,163,322,0.006134969325153374,0.003105590062111801,0.002066115702479339
2023,2024,45,144,2,163,93,0.012269938650306749,0.021505376344086023,0.007874015748031496
2023,2024,46,37,1,135,56,0.007407407407407408,0.017857142857142856,0.005263157894736842
2023,2024,46,42,78,135,115,0.5777777777777777,0.6782608695652174,0.45348837209302323
2023,2024,46,43,38,135,41,0.2814814814814815,0.926829268292683,0.2753623188405797
2023,2024,46,46,4,135,535,0.02962962962962963,0.007476635514018692,0.006006006006006006
2023,2024,46,50,1,135,1106,0.007407407407407408,9.041591320072332e-4,8.064516129032258e-4
2023,2024,46,141,1,135,156,0.007407407407407408,0.00641025641025641,0.0034482758620689655
2023,2024,47,39,29,30,33,0.9666666666666667,0.8787878787878788,0.8529411764705882
2023,2024,48,39,1,164,33,0.006097560975609756,0.030303030303030304,0.00510204081632653
2023,2024,48,40,155,164,163,0.9451219512195121,0.950920245398773,0.9011627906976745
2023,2024,48,91,1,164,91,0.006097560975609756,0.01098901098901099,0.003937007874015748
2023,2024,48,143,1,164,96,0.006097560975609756,0.010416666666666666,0.003861003861003861
2023,2024,48,177,1,164,137,0.006097560975609756,0.0072992700729927005,0.0033333333333333335
2023,2024,49,46,1,101,535,0.009900990099009901,0.001869158878504673,0.0015748031496062992
2023,2024,49,53,92,101,104,0.9108910891089109,0.8846153846153846,0.8141592920353983
2023,2024,49,138,1,101,95,0.009900990099009901,0.010526315789473684,0.005128205128205128
2023,2024,49,147,3,101,156,0.0297029702970297,0.019230769230769232,0.011811023622047244
2023,2024,50,46,1,31,535,0.03225806451612903,0.001869158878504673,0.0017699115044247787
2023,2024,50,61,26,31,30,0.8387096774193549,0.8666666666666667,0.7428571428571429
2023,2024,51,66,32,35,148,0.9142857142857143,0.21621621621621623,0.2119205298013245
2023,2024,52,66,31,31,148,1,0.20945945945945946,0.20945945945945946
2023,2024,53,66,51,52,148,0.9807692307692307,0.34459459459459457,0.3422818791946309
2023,2024,54,67,32,32,115,1,0.2782608695652174,0.2782608695652174
2023,2024,55,67,55,55,115,1,0.4782608695652174,0.4782608695652174
2023,2024,56,36,36,37,37,0.972972972972973,0.972972972972973,0.9473684210526315
2023,2024,57,41,56,58,58,0.9655172413793104,0.9655172413793104,0.9333333333333333
2023,2024,58,70,44,45,123,0.9777777777777777,0.35772357723577236,0.3548387096774194
2023,2024,59,65,1,79,119,0.012658227848101266,0.008403361344537815,0.005076142131979695
2023,2024,59,69,1,79,110,0.012658227848101266,0.00909090909090909,0.005319148936170213
2023,2024,59,70,72,79,123,0.9113924050632911,0.5853658536585366,0.5538461538461539
2023,2024,60,28,1,46,33,0.021739130434782608,0.030303030303030304,0.01282051282051282
2023,2024,60,56,31,46,51,0.6739130434782609,0.6078431372549019,0.4696969696969697
2023,2024,61,28,4,48,33,0.08333333333333333,0.12121212121212122,0.05194805194805195
2023,2024,61,37,20,48,56,0.4166666666666667,0.35714285714285715,0.23809523809523808
2023,2024,62,46,2,112,535,0.017857142857142856,0.003738317757009346,0.0031007751937984496
2023,2024,62,50,109,112,1106,0.9732142857142857,0.09855334538878843,0.09828674481514878
2023,2024,62,73,1,112,33,0.008928571428571428,0.030303030303030304,0.006944444444444444
2023,2024,63,37,2,399,56,0.005012531328320802,0.03571428571428571,0.004415011037527594
2023,2024,63,57,349,399,356,0.87468671679198,0.9803370786516854,0.8596059113300493
2023,2024,63,62,1,399,37,0.002506265664160401,0.02702702702702703,0.0022988505747126436
2023,2024,63,69,1,399,110,0.002506265664160401,0.00909090909090909,0.001968503937007874
2023,2024,64,55,75,80,119,0.9375,0.6302521008403361,0.6048387096774194
2023,2024,65,60,32,47,35,0.6808510638297872,0.9142857142857143,0.64
2023,2024,66,55,1,130,119,0.007692307692307693,0.008403361344537815,0.004032258064516129
2023,2024,66,59,112,130,119,0.8615384615384616,0.9411764705882353,0.8175182481751825
2023,2024,66,60,2,130,35,0.015384615384615385,0.05714285714285714,0.012269938650306749
2023,2024,67,74,34,34,35,1,0.9714285714285714,0.9714285714285714
2023,2024,68,50,45,45,1106,1,0.0406871609403255,0.0406871609403255
2023,2024,69,50,39,41,1106,0.9512195121951219,0.0352622061482821,0.0351985559566787
2023,2024,70,46,1,185,535,0.005405405405405406,0.001869158878504673,0.0013908205841446453
2023,2024,70,50,180,185,1106,0.972972972972973,0.162748643761302,0.162016201620162
2023,2024,71,35,1,48,34,0.020833333333333332,0.029411764705882353,0.012345679012345678
2023,2024,71,42,27,48,115,0.5625,0.23478260869565218,0.19852941176470587
2023,2024,71,112,1,48,75,0.020833333333333332,0.013333333333333334,0.00819672131147541
2023,2024,72,16,61,61,61,1,1,1
2023,2024,73,64,40,61,51,0.6557377049180327,0.7843137254901961,0.5555555555555556
2023,2024,74,45,1,60,244,0.016666666666666666,0.004098360655737705,0.0033003300330033004
2023,2024,74,50,57,60,1106,0.95,0.051537070524412296,0.05139765554553652
2023,2024,75,50,47,48,1106,0.9791666666666666,0.042495479204339964,0.04245709123757904
2023,2024,76,92,1,106,174,0.009433962264150943,0.005747126436781609,0.0035842293906810036
2023,2024,76,114,96,106,101,0.9056603773584906,0.9504950495049505,0.8648648648648649
2023,2024,76,176,2,106,65,0.018867924528301886,0.03076923076923077,0.011834319526627219
2023,2024,77,58,40,43,91,0.9302325581395349,0.43956043956043955,0.425531914893617
2023,2024,78,50,41,41,1106,1,0.037070524412296565,0.037070524412296565
2023,2024,79,92,56,56,174,1,0.3218390804597701,0.3218390804597701
2023,2024,80,50,70,70,1106,1,0.06329113924050633,0.06329113924050633
2023,2024,81,92,34,34,174,1,0.19540229885057472,0.19540229885057472
2023,2024,82,92,41,41,174,1,0.23563218390804597,0.23563218390804597
2023,2024,83,58,33,38,91,0.868421052631579,0.3626373626373626,0.34375
2023,2024,84,50,35,35,1106,1,0.03164556962025317,0.03164556962025317
2023,2024,85,50,142,142,1106,1,0.12839059674502712,0.12839059674502712
2023,2024,86,94,159,163,169,0.9754601226993865,0.9408284023668639,0.9190751445086706
2023,2024,87,46,1,178,535,0.0056179775280898875,0.001869158878504673,0.0014044943820224719
2023,2024,87,57,1,178,356,0.0056179775280898875,0.0028089887640449437,0.001876172607879925
2023,2024,87,93,33,178,45,0.1853932584269663,0.7333333333333333,0.1736842105263158
2023,2024,87,94,1,178,169,0.0056179775280898875,0.005917159763313609,0.002890173410404624
2023,2024,87,95,136,178,142,0.7640449438202247,0.9577464788732394,0.7391304347826086
2023,2024,88,58,3,140,91,0.02142857142857143,0.03296703296703297,0.013157894736842105
2023,2024,88,65,1,140,119,0.007142857142857143,0.008403361344537815,0.003875968992248062
2023,2024,88,69,88,140,110,0.6285714285714286,0.8,0.5432098765432098
2023,2024,88,89,6,140,121,0.04285714285714286,0.049586776859504134,0.023529411764705882
2023,2024,89,28,1,124,33,0.008064516129032258,0.030303030303030304,0.00641025641025641
2023,2024,89,56,13,124,51,0.10483870967741936,0.2549019607843137,0.08024691358024691
