mass,tau,p,start,ende,n_jahre
moran_ls_k15,0.944,4.96e-5,0.3789508049619205,0.5761362903085635,9
moran_ls_k50,0.944,4.96e-5,0.30453427466916144,0.4767136374060515,9
moran_ls_k100,0.944,4.96e-5,0.25840959672674135,0.4106226801154568,9
