cluster,n_c_2016,n_c_2024,w_2016,w_2024,mittel_2016,mittel_2024,d_2016,d_2024,b_2016,b_2024,d_beitrag,w_quer,d2_quer,bei_position,bei_anteil,rest,anteil_16_pz,anteil_24_pz,treiber,n_subs,woerter,pct_2016,pct_2024,d_pct,tau_pct,ext_2016,ext_2024,d_ext,tau_ext
46,91,89,0.008317338451695458,0.008495609011072928,0.12495050795434536,0.2235566969720657,0.08317555841255725,0.2562924673736189,5.754079061044747e-5,5.580411193288198e-4,5.005003287183724e-4,0.008406473731384194,0.03630200117484911,4.940287506624105e-4,6.471578055961956e-6,-5.421010862427522e-20,0.04228018918918756,0.2591169186055738,Position,91,"cpu, motherboard, card, gaming, build, monitor, gpu, atx",0.5328198911878277,0.590964807354415,0.058144916166587346,-0.11111111111111113,0.45189852573856903,0.43322441567931236,-0.018674110059256677,-0.3333333333333334
64,62,62,0.005666758065990311,0.005918289423444063,0.04635102605969994,-0.31276128829260147,0.00457607651791183,-0.2800255178910483,1.1866461296614674e-7,4.640784671200161e-4,4.6395980250704997e-4,0.005792523744717187,0.0392176155732238,4.5409534242581753e-4,9.864460081232373e-6,6.945670167485263e-20,8.719314130104175e-5,0.2154869564736865,Position,62,"remember, house, happened, police, evidence, case, something, believe",0.5077417801823628,0.43353812159144406,-0.07420365859091876,0,0.4633148718665494,0.44444046845593604,-0.01887440341061336,0
51,88,85,0.008043140480760443,0.008113783886979763,0.07648337094511311,-0.274276761222344,0.034708421403324995,-0.24154099082079086,9.68936636827981e-6,4.73374787224952e-4,4.636854208566722e-4,0.008078462183870103,0.029773362381500083,4.615821291234408e-4,2.103291733231354e-6,1.2281977735187355e-20,0.007119614430529558,0.21980354486928577,Position,88,"phone, android, app, google, battery, nexus, apps, device",0.525297203849289,0.4375604354821278,-0.08773676836716121,-0.44444444444444453,0.434381274379469,0.4164408981258118,-0.017940376253657186,-0.11111111111111113
9,31,31,0.0028333790329951557,0.0029591447117220315,0.4974092011575947,0.5444513759806606,0.45563425161580656,0.5771871463822138,5.882167725628718e-4,9.85824270753545e-4,3.976074981906732e-4,0.0028962618723585936,0.2703737865971696,3.636037554093247e-4,3.400374278134851e-5,-3.3881317890172014e-20,0.432213672498549,0.4577507615056731,Position,31,"bjj, belt, training, judo, guard, martial, sparring, gym",0.6564420036224077,0.6818543215205473,0.02541231789813958,0.3333333333333334,0.4603233765653907,0.5371554262365293,0.07683204967113866,0.3333333333333334
68,48,48,0.004387167534960241,0.004581901489117984,-0.524729395439199,-0.6553202550013955,-0.5665043449809871,-0.6225844845998423,0.0014079612739559626,0.001775997436263236,3.680361623072733e-4,0.004484534512039113,0.35426930667339424,2.9904789938204116e-4,6.89882629252322e-5,-8.131516293641283e-20,1.0345507665495857,0.8246542543126933,Position,48,"cat, cats, kitty, kitten, vet, litter, food, kittens",0.3268565324667509,0.3137826290428814,-0.013073903423869493,0.5000000000000001,0.5211254538524804,0.49711552905559214,-0.024009924796888293,-0.38888888888888895
40,53,53,0.004844164153185266,0.005059182894234441,-0.2082712168224375,-0.38067790727334666,-0.2500461663642256,-0.3479421368717935,3.028720886219392e-4,6.124835550189217e-4,3.096114663969825e-4,0.0049516735237098534,0.09179340796217793,2.8987416338034167e-4,1.9737303016640748e-5,8.809142651444724e-20,0.22254628536047477,0.28439633922312324,Position,53,"apple, iphone, ios, app, phone, jailbreak, tweak, ipad",0.41905595656187516,0.3929403731201243,-0.026115583441750856,-0.22222222222222227,0.37701671736491726,0.36169942788596443,-0.015317289478952834,0.11111111111111113
35,64,63,0.005849556713280322,0.006013745704467354,-0.40750459199875944,-0.5294904524327515,-0.44927954154054756,-0.4967546820311983,0.0011807453443561477,0.0014839832464256175,3.032379020694697e-4,0.005931651208873838,0.22430866028340077,2.6640888942302323e-4,3.6829012646446386e-5,1.0842021724855044e-19,0.8675955963414614,0.6890624234618893,Position,64,"film, movie, movies, films, horror, imdb, movieguide, director",0.36718044773424807,0.3565108968443804,-0.010669550889867652,-0.22222222222222227,0.5061232472768851,0.43914280101751935,-0.06698044625936572,0.055555555555555566
85,36,35,0.003290375651220181,0.0033409698358151966,-0.1147694628676925,-0.3698280965036064,-0.1565444124094806,-0.3370923261020532,8.063444932260888e-5,3.7963853294112777e-4,2.9900408361851886e-4,0.003315672743517689,0.06906869468676126,2.955096093298001e-4,3.4944742887187757e-6,-2.583450489125616e-20,0.05924909505687009,0.17627870676978144,Position,36,"fallout, skyrim, esp, game, armor, bethesda, quest, settlement",0.4624280355459269,0.40313872697829434,-0.05928930856763254,0.055555555555555566,0.4482892352543914,0.3541135745732411,-0.0941756606811503,-0.38888888888888895
83,50,49,0.004569966182250251,0.0046773577701412754,-0.28426566105124684,0.37477015588116575,-0.32604061059303496,0.4075059262827189,4.8579873757370926e-4,7.767270826480815e-4,2.909283450743722e-4,0.004623661976195763,0.1361817798557079,2.763035674938419e-4,1.4624777580530356e-5,-3.5575383784680614e-20,0.3569582954036713,0.3606600325354798,Position,50,"pokemon, added, ign, shiny, trade, deposited, female, add",0.3988866823132936,0.6492437582375135,0.25035707592421985,0.22222222222222227,0.4652608774146958,0.47523705291039353,0.009976175495697737,0.22222222222222227
81,40,40,0.003655972945800201,0.0038182512409316535,0.16263786896059304,-0.3319863683568731,0.12086291941880492,-0.29925059795531994,5.3405887178270844e-5,3.4192791285458777e-4,2.885220256763169e-4,0.0037371120933659273,0.05207938283352653,2.8007067221859404e-4,8.451353457722911e-6,-4.573977915173222e-20,0.039241918467900205,0.15876842063301386,Position,40,"school, patient, mcat, patients, medical, med, nursing, schools",0.5454624781849913,0.4272913994522827,-0.11817107873270855,-0.27777777777777785,0.4075494975025576,0.4542638749263355,0.04671437742377793,0.5000000000000001
